time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-01-21T22:52:41.900Z,19.0361,-66.8076,47,2.8,Md,4,288,0.68721119,0.15,pr,pr14021014,2014-01-22T06:55:21.357Z,"60km N of Hatillo, Puerto Rico",earthquake
2014-01-21T22:49:26.000Z,62.7641,-149.1353,0.5,1.6,ml,8,125.999989920001,0.1491203,0.27,ak,ak11142044,2014-01-21T23:04:17.556Z,"70km NE of Talkeetna, Alaska",earthquake
2014-01-21T22:44:14.200Z,18.6613,-66.5302,68,2.7,Md,4,252,0.37729242,0.31,pr,pr14021013,2014-01-22T06:46:47.643Z,"22km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-01-21T22:37:37.660Z,36.0186667,-117.8776667,6.08,1.34,ml,19,126,0.01504,0.09,ci,ci11416346,2014-01-22T00:19:28.320Z,"41km N of Inyokern, California",earthquake
2014-01-21T22:35:21.030Z,33.8623333,-117.5018333,0.01,1.41,ml,24,89,0.1115,0.14,ci,ci11416338,2014-01-22T00:05:28.320Z,"2km SE of Home Gardens, California",quarry_blast
2014-01-21T22:33:11.594Z,39.6582,-119.693,10.7055,1.01,ml,19,95,0.117,0.0979,nn,nn00435432,2014-01-22T00:05:42.818Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-21T22:25:57.002Z,39.6606,-119.6946,11.3798,0.8,ml,19,74,0.117,0.1254,nn,nn00435431,2014-01-22T00:56:38.049Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-21T22:25:54.694Z,39.6644,-119.6961,9.4562,1.28,ml,4,149,0.119,0.0003,nn,nn00435590,2014-01-22T21:45:50.447Z,"1km NNE of Spanish Springs, Nevada",earthquake
2014-01-21T22:20:10.000Z,60.1185,-153.0079,107.3,2.2,ml,10,143.999988480001,0.0880349,0.36,ak,ak11142020,2014-01-22T00:07:36.342Z,"43km SSW of Redoubt Volcano, Alaska",earthquake
2014-01-21T22:06:33.570Z,-20.2193,-69.3937,91.66,4.5,mb,,130,0.518,1.49,us,usb000m60e,2014-01-22T06:09:06.592Z,"78km E of Iquique, Chile",earthquake
2014-01-21T22:02:42.194Z,38.574,-118.4377,7.4489,1.41,ml,11,93,0.086,0.0534,nn,nn00435426,2014-01-22T01:28:28.755Z,"17km ENE of Hawthorne, Nevada",earthquake
2014-01-21T21:58:00.600Z,46.6942,-119.7457,18.3,0.3,Md,,234,0.08084838,0.42,uw,uw60673932,2014-01-22T15:49:24.713Z,"12km ESE of Mattawa, Washington",earthquake
2014-01-21T21:53:56.500Z,36.8887,-121.6222,0,1.8,Md,,75.6,0.02694946,0.11,nc,nc72144675,2014-01-21T22:58:03.278Z,"1km E of Aromas, California",earthquake
2014-01-21T21:49:49.900Z,35.72,-121.0968,6.6,1,Md,,97.2,0.05389892,0.02,nc,nc72144670,2014-01-21T22:25:04.621Z,"11km NE of San Simeon, California",earthquake
2014-01-21T21:44:58.000Z,19.023,-66.838,46,3.1,Md,13,280.8,0.60995608,0.25,pr,pr14021010,2014-01-22T05:47:30.452Z,"59km N of Hatillo, Puerto Rico",earthquake
2014-01-21T21:33:11.060Z,36.1018333,-117.8673333,4.44,0.24,ml,8,200,0.01882,0.08,ci,ci11416330,2014-01-22T00:03:45.308Z,"50km N of Inyokern, California",earthquake
2014-01-21T21:22:47.000Z,63.5219,-147.2614,10.6,1.8,ml,9,205.199983584001,0.7231438,0.64,ak,ak11141989,2014-01-21T21:25:41.979Z,"85km E of Cantwell, Alaska",earthquake
2014-01-21T21:19:08.600Z,46.8363,-123.916,0,1.7,Md,,262.8,0.09881468,0.97,uw,uw60044908,2014-01-21T22:45:34.896Z,"15km ESE of Westport, Washington",quarry
2014-01-21T21:09:53.000Z,19.2017,-66.8336,41,3.1,Md,15,270,0.77614441,0.21,pr,pr14021009,2014-01-21T22:08:34.472Z,"79km N of Hatillo, Puerto Rico",earthquake
2014-01-21T21:06:13.600Z,47.8572,-121.804,16,1,Md,,169.2,0.05389892,0.09,uw,uw60673877,2014-01-23T20:04:58.307Z,"1km ESE of Sultan, Washington",earthquake
2014-01-21T20:54:22.100Z,47.719,-120.0678,4.1,1.8,Md,,118.8,0.08084838,0.06,uw,uw60673862,2014-01-23T19:56:42.367Z,"8km N of Waterville, Washington",earthquake
2014-01-21T20:50:53.500Z,38.8408,-122.821,1.7,0.4,Md,,176.4,0.00898315,0.02,nc,nc72144655,2014-01-21T21:32:03.832Z,"8km WNW of Cobb, California",earthquake
2014-01-21T20:49:31.900Z,37.539,-118.8783,7.8,1.2,Md,,162,0.06288207,0.01,nc,nc72144645,2014-01-22T00:15:06.762Z,"14km SE of Mammoth Lakes, California",earthquake
2014-01-21T20:47:12.160Z,-19.8885,-173.5631,9.29,5.1,mb,,128,6.186,0.87,us,usb000m5zp,2014-01-23T18:57:19.000Z,"83km E of Pangai, Tonga",earthquake
2014-01-21T20:46:37.430Z,42.1355,75.1249,1.68,4.6,mb,,48,0.685,1.18,us,usb000m5vd,2014-01-23T20:50:49.000Z,"52km W of Kochkor, Kyrgyzstan",earthquake
2014-01-21T20:42:36.400Z,19.3598,-155.3358,0,2.5,Ml,,313.2,0.05389892,0.39,hv,hv60628461,2014-01-22T04:45:15.833Z,"12km SW of Volcano, Hawaii",earthquake
2014-01-21T20:41:32.500Z,38.8443,-122.8425,0.8,0.7,Md,,93.6,0.01796631,0.03,nc,nc72144635,2014-01-21T21:07:06.049Z,"10km WNW of Cobb, California",earthquake
2014-01-21T20:35:57.000Z,62.303,-151.9228,99.1,2.1,ml,14,176.399985888001,0.3701059,0.55,ak,ak11141863,2014-01-21T20:54:53.583Z,"94km W of Talkeetna, Alaska",earthquake
2014-01-21T20:22:37.500Z,38.8302,-122.8047,2.7,0.3,Md,,104.4,0.00898315,0.01,nc,nc72144630,2014-01-21T20:51:09.308Z,"7km W of Cobb, California",earthquake
2014-01-21T20:19:22.120Z,-17.0516,-178.0505,569.6,4.9,mb,,89,3.783,1.18,us,usb000m5uy,2014-01-23T20:39:31.000Z,"282km ESE of Lambasa, Fiji",earthquake
2014-01-21T20:18:24.760Z,33.97,-117.154,16.01,1,ml,40,43,0.07388,0.13,ci,ci11416322,2014-01-22T00:00:40.573Z,"7km ENE of Moreno Valley, California",earthquake
2014-01-21T19:42:23.000Z,61.7907,-149.9058,35.1,1.7,ml,7,107.999991360001,0.4168183,0.3,ak,ak11141851,2014-01-21T20:04:13.085Z,"8km NE of Willow, Alaska",earthquake
2014-01-21T19:37:18.590Z,34.3438333,-116.8865,0.01,0.8,ml,13,64,0.04903,0.1,ci,ci11416314,2014-01-21T23:59:00.280Z,"9km NNW of Big Bear City, California",quarry_blast
2014-01-21T19:35:18.800Z,17.8556,-66.8937,4,1.6,Md,3,291.6,0.18145969,0.09,pr,pr14021011,2014-01-21T23:36:57.317Z,"12km S of Guanica, Puerto Rico",earthquake
2014-01-21T19:35:01.000Z,62.0507,-150.2734,20,1.7,ml,10,97.1999922240006,0.2838676,0.56,ak,ak11141845,2014-01-21T19:43:54.215Z,"25km WSW of Y, Alaska",earthquake
2014-01-21T19:34:15.000Z,60.5173,-142.8842,0,1.8,ml,7,147.599988192001,0.2371552,0.49,ak,ak11141848,2014-01-21T19:39:02.010Z,"56km NNW of Cape Yakataga, Alaska",earthquake
2014-01-21T19:20:21.130Z,34.1673333,-117.4653333,12.04,1,ml,21,106,0.04937,0.17,ci,ci11416306,2014-01-21T23:52:47.710Z,"8km NNW of Fontana, California",earthquake
2014-01-21T19:13:52.140Z,34.3396667,-116.8753333,0.01,1,ml,16,62,0.04048,0.12,ci,ci11416298,2014-01-21T23:48:58.090Z,"9km NNW of Big Bear City, California",quarry_blast
2014-01-21T19:05:24.000Z,38.748,-122.7223,3.3,1,Md,,126,0.01796631,0.03,nc,nc72144600,2014-01-21T19:07:02.539Z,"4km SE of The Geysers, California",earthquake
2014-01-21T19:03:10.770Z,33.965,-118.4223333,11.88,2,ml,35,81,0.01241,0.3,ci,ci11416290,2014-01-23T19:59:05.000Z,"3km ESE of Marina del Rey, California",earthquake
2014-01-21T18:50:17.550Z,38.5716,-118.4433,6.9433,1.01,ml,8,92,0.084,0.0283,nn,nn00435384,2014-01-21T19:05:20.532Z,"16km ENE of Hawthorne, Nevada",earthquake
2014-01-21T18:44:46.400Z,38.8367,-122.7735,2.3,0.4,Md,,79.2,0.00898315,0.01,nc,nc72144585,2014-01-21T19:30:10.122Z,"4km WNW of Cobb, California",earthquake
2014-01-21T18:38:14.000Z,60.6247,-150.425,40.1,2.6,ml,35,61.1999951040004,0.1500187,1.01,ak,ak11141826,2014-01-23T19:45:42.376Z,"21km ENE of Sterling, Alaska",earthquake
2014-01-21T18:36:54.115Z,38.5715,-118.4398,7.2031,1.02,ml,7,160,0.086,0.0455,nn,nn00435381,2014-01-21T18:55:38.851Z,"16km ENE of Hawthorne, Nevada",earthquake
2014-01-21T18:25:19.890Z,33.7101667,-116.7583333,17.98,0.74,ml,23,145,0.03683,0.08,ci,ci11416282,2014-01-21T23:39:16.850Z,"4km SW of Idyllwild-Pine Cove, California",earthquake
2014-01-21T18:24:21.300Z,38.827,-122.8545,2.8,0.8,Md,,93.6,0,0.03,nc,nc72144575,2014-01-21T19:04:07.215Z,"10km WNW of The Geysers, California",earthquake
2014-01-21T18:21:34.000Z,64.6314,-147.9592,11.7,1.5,ml,9,118.799990496001,0.06647533,0.49,ak,ak11141819,2014-01-21T18:23:57.338Z,"24km S of Ester, Alaska",earthquake
2014-01-21T18:16:37.612Z,37.2466,-116.0265,3.2272,0.88,ml,4,265,0.089,0.1486,nn,nn00435588,2014-01-22T21:38:23.991Z,"75km ENE of Beatty, Nevada",earthquake
2014-01-21T18:05:20.800Z,37.5222,-118.8355,4.3,0.3,Md,,151.2,0.07186522,0.15,nc,nc72144570,2014-01-22T20:42:06.087Z,"18km SE of Mammoth Lakes, California",earthquake
2014-01-21T17:48:18.600Z,19.2262,-66.723,33,3.1,Md,7,277.2,0.76716125,0.27,pr,pr14021007,2014-01-23T19:41:06.000Z,"82km N of Hatillo, Puerto Rico",earthquake
2014-01-21T17:40:28.950Z,36.08,-117.8353333,1.18,0.04,ml,6,126,0.04084,0.07,ci,ci11416274,2014-01-21T23:36:20.034Z,"48km N of Inyokern, California",earthquake
2014-01-21T17:16:46.300Z,44.7373,-110.8053,7.4,0.9,Ml,,136.8,0.06288207,0.14,uu,uu60052537,2014-01-23T19:18:54.240Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T17:15:43.600Z,44.7713,-110.7752,10.5,1,Ml,,201.6,0.05389892,0.08,uu,uu60052532,2014-01-23T19:12:39.182Z,"28km ENE of West Yellowstone, Montana",earthquake
2014-01-21T16:48:47.290Z,1.3733,128.1894,100.99,4.9,mb,,67,1.016,0.64,us,usb000m5qk,2014-01-22T00:51:19.347Z,"44km SSE of Tobelo, Indonesia",earthquake
2014-01-21T16:44:17.800Z,38.756,-122.6948,2.1,1,Md,,93.6,0.00898315,0.04,nc,nc72144520,2014-01-21T18:41:04.640Z,"5km ESE of The Geysers, California",earthquake
2014-01-21T16:43:45.700Z,19.0673,-66.8383,38,3,Md,15,262.8,0.65038027,0.4,pr,pr14021006,2014-01-22T00:46:16.625Z,"64km N of Hatillo, Puerto Rico",earthquake
2014-01-21T16:32:06.800Z,44.7292,-110.7992,7.2,1.8,Ml,,75.6,0.07186522,0.16,uu,uu60052527,2014-01-23T19:09:04.142Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T16:27:47.000Z,37.6233,-118.8343,9.6,0.5,Md,,158.4,0.00898315,0.03,nc,nc72144510,2014-01-22T20:33:35.154Z,"12km ESE of Mammoth Lakes, California",earthquake
2014-01-21T16:13:50.000Z,59.5668,-152.8664,98.6,2.9,ml,25,140.399988768001,0.3485463,0.52,ak,ak11141657,2014-01-22T00:16:19.049Z,"62km WSW of Anchor Point, Alaska",earthquake
2014-01-21T16:11:03.000Z,63.4836,-148.8303,8.9,0.8,ml,7,158.399987328001,0.07905175,0.41,ak,ak11141658,2014-01-21T17:16:35.037Z,"11km NNE of Cantwell, Alaska",earthquake
2014-01-21T16:02:29.950Z,33.5051667,-116.4895,16.3,0.91,ml,20,93,0.05632,0.11,ci,ci11416266,2014-01-21T23:32:07.370Z,"17km ESE of Anza, California",earthquake
2014-01-21T15:59:02.700Z,44.7327,-110.8022,8.4,0.7,Md,,126,0.06288207,0.09,uu,uu60052522,2014-01-23T18:59:43.019Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T15:56:24.210Z,36.1295,-118.053,1.34,1.35,ml,18,119,0.1609,0.08,ci,ci11416258,2014-01-21T23:27:47.550Z,"52km S of Lone Pine, California",earthquake
2014-01-21T15:23:51.200Z,38.8307,-122.7825,2,0.8,Md,,129.6,0.00898315,0.01,nc,nc72144495,2014-01-21T15:52:06.076Z,"5km W of Cobb, California",earthquake
2014-01-21T15:23:07.600Z,44.7358,-110.8058,6.8,1.3,Ml,,82.8,0.06288207,0.09,uu,uu60052517,2014-01-23T18:57:37.987Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T15:21:28.000Z,61.7588,-149.9036,35.5,1.9,ml,8,118.799990496001,0.4024452,0.48,ak,ak11141620,2014-01-21T15:35:06.106Z,"7km E of Willow, Alaska",earthquake
2014-01-21T15:20:49.900Z,19.3638,-155.282,6.3,2,Ml,,298.8,0.02694946,0.27,hv,hv60628266,2014-01-21T23:23:24.916Z,"8km SSW of Volcano, Hawaii",earthquake
2014-01-21T15:18:31.200Z,38.808,-122.8178,3.4,0.8,Md,,108,0.00898315,0.02,nc,nc72144490,2014-01-21T15:41:04.874Z,"6km WNW of The Geysers, California",earthquake
2014-01-21T15:06:40.000Z,61.8139,-149.8985,49.4,1.9,ml,9,107.999991360001,0.4249031,0.85,ak,ak11141607,2014-01-21T23:09:07.628Z,"10km NE of Willow, Alaska",earthquake
2014-01-21T14:57:04.000Z,61.7767,-149.9087,41.6,3.9,ml,77,39.5999968320003,0.1536119,0.56,ak,ak11141582,2014-01-21T19:37:46.390Z,"7km ENE of Willow, Alaska",earthquake
2014-01-21T14:55:42.500Z,44.734,-110.8025,7.4,1,Ml,,126,0.06288207,0.14,uu,uu60052512,2014-01-23T18:52:27.935Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T14:52:23.800Z,44.7278,-110.8007,7.9,1.7,Ml,,75.6,0.07186522,0.15,uu,uu60052507,2014-01-23T18:45:12.854Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T14:47:21.000Z,44.7282,-110.7967,4.2,0.3,Md,,129.6,0.07186522,0.14,uu,uu60052502,2014-01-23T00:07:24.142Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T14:29:21.700Z,46.319,-122.3682,15.2,0.4,Md,,144,0.02694946,0.19,uw,uw60673602,2014-01-21T17:14:01.984Z,"27km SSW of Morton, Washington",earthquake
2014-01-21T14:29:19.000Z,62.1662,-150.5795,2,3.4,ml,65,39.5999968320003,0.2281721,0.94,ak,ak11141574,2014-01-21T23:19:03.579Z,"30km SW of Talkeetna, Alaska",earthquake
2014-01-21T14:13:28.900Z,38.8448,-122.8327,1.8,0.2,Md,,136.8,0.00898315,0.03,nc,nc72144475,2014-01-21T14:15:10.582Z,"9km WNW of Cobb, California",earthquake
2014-01-21T14:12:59.280Z,33.5023333,-116.4711667,9.86,1.62,ml,44,83,0.04341,0.13,ci,ci11416250,2014-01-21T23:25:27.250Z,"19km ESE of Anza, California",earthquake
2014-01-21T14:11:53.100Z,38.844,-122.8308,2.1,0.5,Md,,104.4,0.00898315,0.02,nc,nc72144465,2014-01-21T15:10:06.427Z,"9km WNW of Cobb, California",earthquake
2014-01-21T14:09:31.100Z,38.8437,-122.8315,1.9,2,Md,,50.4,0.00898315,0.04,nc,nc72144460,2014-01-21T17:34:02.347Z,"9km WNW of Cobb, California",earthquake
2014-01-21T14:08:27.180Z,25.861,100.6444,46.86,4.5,mb,,48,2.031,1.08,us,usb000m5mk,2014-01-21T22:10:55.186Z,"9km NE of Jinniu, China",earthquake
2014-01-21T14:05:22.867Z,38.569,-118.4445,8.653,1.84,ml,12,92,0.085,0.0995,nn,nn00435354,2014-01-21T17:30:59.621Z,"16km ENE of Hawthorne, Nevada",earthquake
2014-01-21T14:05:09.900Z,38.8425,-122.8413,1.7,0.8,Md,,82.8,0.01796631,0.03,nc,nc72144455,2014-01-21T14:49:04.203Z,"10km WNW of Cobb, California",earthquake
2014-01-21T14:00:58.900Z,36.6488,-121.275,5.1,1.5,Md,,75.6,0.01796631,0.07,nc,nc72144450,2014-01-21T17:28:06.688Z,"19km SSE of Ridgemark, California",earthquake
2014-01-21T13:49:53.880Z,-36.1504,-97.5389,10,4.8,mb,,102,20.839,1.03,us,usb000m5m4,2014-01-21T21:52:27.338Z,"West Chile Rise",earthquake
2014-01-21T13:48:29.000Z,59.9611,-151.8586,53.5,2,ml,19,71.9999942400005,0.3206986,0.52,ak,ak11141560,2014-01-21T17:13:28.614Z,"20km N of Anchor Point, Alaska",earthquake
2014-01-21T13:43:33.900Z,44.7308,-110.8068,8.3,1.6,Ml,,75.6,0.06288207,0.15,uu,uu60052497,2014-01-23T18:27:07.675Z,"24km ENE of West Yellowstone, Montana",earthquake
2014-01-21T13:38:35.000Z,63.4941,-147.7562,20.5,1.9,ml,12,118.799990496001,0.4509543,0.54,ak,ak11141555,2014-01-21T13:49:42.826Z,"60km ENE of Cantwell, Alaska",earthquake
2014-01-21T13:37:56.300Z,38.8437,-122.8442,2,0.5,Md,,100.8,0.00898315,0.02,nc,nc72144440,2014-01-21T14:16:05.681Z,"10km WNW of Cobb, California",earthquake
2014-01-21T13:09:25.900Z,38.843,-122.8322,2.1,0.9,Md,,68.4,0.01796631,0.02,nc,nc72144435,2014-01-21T14:16:05.679Z,"9km WNW of Cobb, California",earthquake
2014-01-21T12:57:04.000Z,44.735,-110.801,8.7,1,Ml,,129.6,0.06288207,0.1,uu,uu60052492,2014-01-21T21:05:17.869Z,"25km ENE of West Yellowstone, Montana",earthquake
2014-01-21T12:51:53.500Z,38.8452,-122.8435,1,0.7,Md,,108,0.01796631,0.02,nc,nc72144430,2014-01-21T12:53:36.657Z,"10km WNW of Cobb, California",earthquake
2014-01-21T12:30:23.000Z,58.8355,-149.7085,14.6,2.9,ml,25,291.599976672002,1.042046,0.62,ak,ak11141548,2014-01-21T20:32:54.818Z,"135km SE of Fritz Creek, Alaska",earthquake
2014-01-21T12:25:08.000Z,38.822,-122.819,3.4,1.2,Md,,165.6,0.01796631,0.02,nc,nc72144425,2014-01-21T16:59:03.450Z,"7km NW of The Geysers, California",earthquake
2014-01-21T12:24:51.700Z,38.8347,-122.8445,1.8,0.3,Md,,133.2,0.01796631,0.01,nc,nc72144420,2014-01-21T12:26:28.662Z,"9km NW of The Geysers, California",earthquake
2014-01-21T12:19:31.000Z,36.5733,-121.0367,7.8,1.4,Md,,129.6,0.00898315,0.08,nc,nc72144410,2014-01-21T13:45:07.360Z,"30km ENE of Soledad, California",earthquake
2014-01-21T12:18:28.080Z,36.1665,-117.6693333,8.04,0.46,ml,6,125,0.02596,0.09,ci,ci11416242,2014-01-21T23:17:05.795Z,"50km NNW of Searles Valley, California",earthquake
2014-01-21T12:16:37.600Z,38.844,-122.8415,1.7,1.1,Md,,50.4,0.00898315,0.03,nc,nc72144405,2014-01-21T16:13:03.410Z,"10km WNW of Cobb, California",earthquake
2014-01-21T12:13:53.700Z,38.8438,-122.842,1.8,0.6,Md,,126,0.00898315,0.03,nc,nc72144400,2014-01-21T12:15:32.390Z,"10km WNW of Cobb, California",earthquake
2014-01-21T12:07:35.130Z,3.5235,-83.0018,10,4.5,mb,,170,5.597,1.38,us,usb000m5lh,2014-01-21T20:10:14.385Z,"Off the coast of Central America",earthquake
2014-01-21T12:05:46.904Z,38.5658,-118.4437,8.2913,1.37,ml,12,91,0.088,0.0891,nn,nn00435348,2014-01-21T19:24:37.344Z,"16km ENE of Hawthorne, Nevada",earthquake
2014-01-21T12:02:31.000Z,60.4695,-147.3429,10,3.3,ml,45,93.5999925120006,0.4258014,0.72,ak,ak11141524,2014-01-21T20:05:13.439Z,"80km ESE of Whittier, Alaska",earthquake
2014-01-21T12:01:54.970Z,34.0068333,-116.8645,17.44,1.44,ml,56,40,0.05493,0.12,ci,ci11416234,2014-01-21T23:15:16.330Z,"9km N of Banning, California",earthquake
2014-01-21T11:58:39.300Z,19.4078,-155.2813,1.9,1.8,Md,,39.6,0,0.2,hv,hv60628226,2014-01-21T12:01:49.205Z,"5km WSW of Volcano, Hawaii",earthquake
2014-01-21T11:50:01.500Z,38.8362,-122.8458,1.7,1.1,Md,,50.4,0.00898315,0.03,nc,nc72144385,2014-01-21T11:51:39.831Z,"10km W of Cobb, California",earthquake
2014-01-21T11:45:35.350Z,33.5825,-116.6231667,13.88,0.64,ml,27,58,0.01695,0.08,ci,ci11416226,2014-01-21T22:56:57.870Z,"5km ENE of Anza, California",earthquake
2014-01-21T11:45:15.000Z,38.8425,-122.8427,1.6,1,Md,,61.2,0.00898315,0.03,nc,nc72144375,2014-01-21T11:46:54.326Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:44:09.100Z,38.8452,-122.843,1.2,1.8,Md,,93.6,0.00898315,0.01,nc,nc72144365,2014-01-21T15:52:06.074Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:37:51.400Z,38.8433,-122.8438,1.4,1.2,Md,,46.8,0.00898315,0.04,nc,nc72144355,2014-01-21T15:20:02.564Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:34:40.400Z,38.8445,-122.8435,1.5,1,Md,,100.8,0.00898315,0.03,nc,nc72144350,2014-01-21T11:36:23.158Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:33:41.000Z,38.839,-122.8422,1.9,0.8,Md,,68.4,0.01796631,0.01,nc,nc72144345,2014-01-21T11:35:23.027Z,"10km W of Cobb, California",earthquake
2014-01-21T11:32:09.300Z,38.8377,-122.8387,2.6,0.4,Md,,97.2,0,0.01,nc,nc72144340,2014-01-21T11:33:47.891Z,"9km NW of The Geysers, California",earthquake
2014-01-21T11:30:17.000Z,38.8418,-122.8435,1.8,1.1,Md,,104.4,0.00898315,0.01,nc,nc72144330,2014-01-21T14:59:05.238Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:27:02.700Z,38.8395,-122.8437,1.9,0.9,Md,,82.8,0.01796631,0.01,nc,nc72144325,2014-01-21T11:28:42.309Z,"10km W of Cobb, California",earthquake
2014-01-21T11:26:22.600Z,38.8435,-122.841,1.7,1,Md,,46.8,0.00898315,0.03,nc,nc72144320,2014-01-21T11:28:12.250Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:25:51.700Z,38.844,-122.8423,2.3,0.2,Md,,93.6,0.01796631,0.02,nc,nc72144315,2014-01-21T11:27:32.178Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:25:34.800Z,38.8458,-122.8422,2,0.7,Md,,104.4,0.01796631,0.01,nc,nc72144310,2014-01-21T11:27:17.138Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:24:56.700Z,38.8428,-122.8442,1.2,1,Md,,100.8,0.01796631,0.02,nc,nc72144305,2014-01-21T11:26:37.013Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:23:27.200Z,38.8465,-122.843,1.8,0.6,Md,,93.6,0.00898315,0.03,nc,nc72144295,2014-01-21T11:25:07.890Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:22:45.100Z,38.8383,-122.8387,2.4,1.8,Md,,90,0,0.04,nc,nc72144290,2014-01-21T14:27:06.914Z,"9km NW of The Geysers, California",earthquake
2014-01-21T11:21:14.500Z,38.8438,-122.8433,1.8,1.2,Md,,82.8,0.00898315,0.03,nc,nc72144285,2014-01-21T14:01:04.093Z,"10km WNW of Cobb, California",earthquake
2014-01-21T11:19:16.000Z,19.0417,-66.8243,63,2.8,Md,5,295.2,0.62702407,0.23,pr,pr14021005,2014-01-21T19:22:06.420Z,"61km N of Hatillo, Puerto Rico",earthquake
2014-01-21T11:19:13.300Z,38.8407,-122.8458,1.4,1.1,Md,,122.4,0.00898315,0.01,nc,nc72144275,2014-01-21T13:32:05.889Z,"10km W of Cobb, California",earthquake
2014-01-21T11:14:09.700Z,38.8352,-122.8408,2.1,1.8,Md,,46.8,0.00898315,0.04,nc,nc72144255,2014-01-21T13:13:03.797Z,"9km NW of The Geysers, California",earthquake
2014-01-21T11:12:40.500Z,38.838,-122.8403,1.9,0.8,Md,,122.4,0,0.02,nc,nc72144250,2014-01-21T12:09:06.695Z,"9km NW of The Geysers, California",earthquake
2014-01-21T11:11:11.600Z,38.8393,-122.8385,2.5,3.7,Mw,,21.6,0,0.06,nc,nc72144240,2014-01-22T00:45:23.162Z,"9km NW of The Geysers, California",earthquake
2014-01-21T10:55:35.000Z,37.5415,-118.88,7.4,0.4,Md,,154.8,0.06288207,0.03,nc,nc72144215,2014-01-22T20:11:02.594Z,"14km SE of Mammoth Lakes, California",earthquake
2014-01-21T10:54:12.500Z,18.8477,-66.7839,64,2.9,Md,4,280.8,0.49856498,0.41,pr,pr14021004,2014-01-21T18:56:53.768Z,"40km N of Hatillo, Puerto Rico",earthquake
2014-01-21T10:51:44.100Z,18.8901,-66.681,74,2.8,Md,3,280.8,0.96838388,0.3,pr,pr14021003,2014-01-21T18:54:20.913Z,"46km N of Arecibo, Puerto Rico",earthquake
2014-01-21T10:50:25.050Z,33.5093333,-116.473,11.06,0.34,ml,14,96,0.04193,0.09,ci,ci11416210,2014-01-21T22:45:38.130Z,"19km ESE of Anza, California",earthquake
2014-01-21T10:50:00.420Z,49.2687,155.9293,27.9,5.1,mb,,130,4.002,0.97,us,usb000m5l1,2014-01-21T18:52:41.254Z,"157km S of Severo-Kuril'sk, Russia",earthquake
2014-01-21T10:27:52.180Z,36.1196667,-118.0583333,0.48,0.62,ml,9,252,0.1648,0.12,ci,ci11416202,2014-01-21T22:43:34.675Z,"52km NE of Kernville, California",earthquake
2014-01-21T10:26:16.000Z,63.1875,-150.7869,100,2,ml,23,82.7999933760005,0.3440548,0.89,ak,ak11141479,2014-01-21T10:38:05.048Z,"94km WSW of Cantwell, Alaska",earthquake
2014-01-21T10:14:19.900Z,18.1429,-68.0326,92,3,Md,6,216,0.49587004,0.56,pr,pr14021002,2014-01-21T18:16:47.420Z,"62km SE of Punta Cana, Dominican Republic",earthquake
2014-01-21T09:53:54.709Z,39.6632,-119.6934,8.9999,0.26,ml,5,150,0.12,0.0631,nn,nn00435351,2014-01-21T13:45:52.434Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-21T09:53:02.000Z,60.2168,-152.2673,93.6,2.4,ml,11,165.599986752001,0.3224952,0.63,ak,ak11141476,2014-01-21T09:59:49.622Z,"39km SE of Redoubt Volcano, Alaska",earthquake
2014-01-21T09:16:41.540Z,33.5076667,-116.4696667,10.28,0.31,ml,16,136,0.03994,0.09,ci,ci11416194,2014-01-21T22:38:56.530Z,"19km ESE of Anza, California",earthquake
2014-01-21T09:16:20.800Z,44.7293,-110.8038,6.9,1.6,Ml,,75.6,0.07186522,0.13,uu,uu60052477,2014-01-21T23:02:23.737Z,"24km ENE of West Yellowstone, Montana",earthquake
2014-01-21T09:15:27.780Z,37.2505,-104.4651,5,2.8,ml,,52,0.119,1.05,us,usb000m5k3,2014-01-21T17:18:26.790Z,"9km NNE of Trinidad, Colorado",earthquake
2014-01-21T09:06:35.140Z,33.1403333,-116.4538333,11.2,0.96,ml,33,119,0.1312,0.21,ci,ci11416186,2014-01-21T22:36:50.580Z,"14km SSW of Borrego Springs, California",earthquake
